Character,Chinese Subtitle,English Translation
The Old Monkey,文殊走了青狮，普贤失了白象，弄得三界震颤,"Mounts of Bodhisattvas, a lion cyan and an elephant white, in fear quivered."
The Old Monkey,这般法术高强的孽畜，遇见识人的师父,"A wicked yaoguai of fierce might, followed a discerning master."
The Old Monkey,是他的福分，却也成了他的灾难,"It was his blessing, but also became his curse."
The Old Monkey,寿星牵白鹿，老君骑青牛,"On a white deer, or a green bull, the Celestial Courtiers mount."
The Old Monkey,文殊坐青狮，普贤御白象,"On a cyan lion, or a white elephant, the Bodhissatvas ride."
The Old Monkey,这巨虫……说不准也是哪位的坐骑,This great beetle too could be someone's mount.
The Old Monkey,信什么不好，偏要信妖,"They could have put their beliefin anything, yet they chose a yaoguai. "
The Old Monkey,不尊天道，必降天灾,Those who deny the rules must suffer the wrath.
The Old Monkey,都说妖怪吃人，其实人也吃人，而且吃得更狠,"They say yaoguais prey on men, yet men prey on men too, only more ruthlessly."
The Old Monkey,那小小井底的公平交易，与外面又有何不同？,A fair trade in that tiny well. How does it differ from the trades out in the world.
The Old Monkey,石猴不过自封齐天，那司磬童儿却敢自立宗庙，自封世尊,That stone monkey merely named himself a sage. Yet this altar boy dared to found his own faith and proclaim himself Buddha.
The Old Monkey,亏得你佛心坚忍，勇猛无惧，竟抵住了他的引诱,Your faith is firm and will unwavering. You resisted his lures.
The Old Monkey,那些个星君魔将，高僧大能，一个个乱了性情，坏了道心,All those who were high and mighty found their minds lost and their faith stained...
The Old Monkey,真是因为放不下心中的偶像？,But was it truly because of their devotion to Yellowbrow?
The Old Monkey,你一路迎霜冒雪，可曾嗅到世人痴心破灭的味道？,"As you braved ice and snow, did the stench of shattered ego reach your nose?"
The Old Monkey,一纸敬鼠令，父子反目成仇,An edict for rats turned a son against his sire.
The Old Monkey,他誓不与妖为伍，愤而离家，再也没回去过,"Vowing to draw the line with yaoguais, he left his home in fury, never to return."
The Old Monkey,如今因旧怨落困牢狱，才又念起故乡,"Now an old grudge lands him caged, and he recalls his home at last."
The Old Monkey,可没了故人，又哪有故乡?,"But with loved ones lost, where can one find home again?"
The Old Monkey,雪山大士舍全身求半偈，故能证成佛果,"For half a verse of the ultimate truth, Snow Mountain Ascetic gave his life, so attained Buddhahood."
The Old Monkey,不似这般，怎能当得鼻祖？,Such is the sole way to rise above all and build a faith.
The Old Monkey,天生圣人若不敬天，孤高自傲，任意妄为,If those with talents should proudly scorn the rules and do as they please...
The Old Monkey,那又何来四海升平，三界清静？,How then may all the realms enjoy peace and prosperity?
The Old Monkey,没人知道，他究竟在想什么,Not a soul can fathom his mind.
The Old Monkey,北方有个真武，号荡魔天尊,"Xuanwu of the north, the Vanquisher of Yaoguais."
The Old Monkey,昔年奉玉帝敕旨，剪伐天下妖邪，龟蛇二将乃其左右侍从,The jade Emperor once ordered him to purge the world of evil. The Turtle and the Snake were his generals back then.
The Old Monkey,可惜如今，龟蛇不再能合形，真武徒剩虚名,"Alas, the Snake General can no longer join the ranks, and Xuanwu is no more."
The Old Monkey,西天拜佛，山高路险，除了几位徒弟,The journey entailed an arduous road. The monk had his disciples...
The Old Monkey,还有六丁六甲、五方揭谛,"And the Eighteen Dharma Guardians, the Twelve Zodiac Deities,"
The Old Monkey,四值功曹、一十八位护教伽蓝保守唐僧左右,"the Five Directional Guides, and the Four Temporal Overseers."
The Old Monkey,他们各有神通，你若见到，亦可多加来往,"Each boasts unique powers. Should your paths cross, strike up a connection."
The Old Monkey,本事虽有长进，却还是个夯货,"You have grown in strength, but not in wisdom."
The Old Monkey,这番不但伤了悟能与他的小情人，还毁了人家的大阵，罪过罪过,You've not only hurt Bajie and his darling but also laid waste to the seal of the high ones. A grave misdeed!
The Old Monkey,凡人也好，神仙也罢，都想着戒断过往，重启炉灶,"Mortal or Immortal, all seek to break from the past and start anew."
The Old Monkey,可命运呐，就像爱人的舌头，嘴里一套，心里一套,"Yet destiny, like a lover's tongue, speaks one way and means another."
The Old Monkey,哪怕亲口尝到，也不知到底是想要，还是不想要,"Though you may savor it yourself, you can never tell if you truly want it or not."
The Old Monkey,当年这蜈蚣精被毗蓝菩萨收服，囚在紫云山,"Long ago, the many legged one was subdued by Bodhisattva Pilanpo and locked on Purple Cloud Mountain."
The Old Monkey,是上方求请，方得生还,Only by a plea from the Celestial Court was he spared.
The Old Monkey,神仙做事，多让耳目代劳，本尊坦然自若，如下棋一般,"The Immortals dispatch minions to enact their will, while they remain serene, as if playing a game of chess."
The Old Monkey,可怜那些棋子，他们明明自知是棋子,Pity those pawns! They know full well what they are...
The Old Monkey,却心怀侥幸，甚至以此为傲,Yet they cling to false hopes and even take pride in it.
The Old Monkey,天庭的官职亘古不变,The posts of the Court have stood unchanged.
The Old Monkey,然则神仙之位，却未必总是同一人所居,But the same seat might not always be held by the same Immortal.
The Old Monkey,这些个蜘蛛精亦如是，更迭不休，一代又一代,So too the seven spider guais. They boast an endless procession of generations.
The Old Monkey,料想这位定是东天里的上仙,This one must be a High Immortal from the Court.
The Old Monkey,当年七情迷没、多目遭伤两难中，是毗蓝菩萨出手解困,"Amid the trials of the seven spiders and the many-eyed one, it was Bodhisattva Pilanpo who lent a hand."
The Old Monkey,不曾有天庭协助,No aid from the Court was given.
The Old Monkey,可那孙悟空行事不论规矩，难说他没有去搬别的救兵,But Wukong is ever heedless of rules. He might have sought higher places for help.
The Old Monkey,这大公鸡乃毗蓝菩萨之子，名昴日星官,This rooster is Pilanpo's son. The Dawnstar he was called.
The Old Monkey,当年降伏百眼魔君的绣花针，便是他日眼里炼成的法宝,"Through him is forged the Weaver's Needle, the one that subdued the Many-Eyed Master."
The Old Monkey,毒敌山琵琶洞，他还曾叫死过一只大母蝎子，可谓昆虫天敌,"More than that; he once crowed a giant she-scorpion to death. Indeed, he is a bane to all insects."
The Old Monkey,唉，情丝不斩，哪怕封了净坛使者，也是俗人一个,Even the Sacred Gourmand remains mundane if he clings to the ties of love.
The Old Monkey,从总督天河的天蓬元帅，到福陵山的猪刚鬣,"He was an Admiral of the Court, a pig in the mountains..."
The Old Monkey,再到取经的猪悟能，本性一点没变,And Bajie in the journey. Yet his nature remains unchanged.
The Old Monkey,也罢，做个直肠的痴汉，定能少些烦恼罢,So be it. A guileless fool may know less sorrow.
The Old Monkey,夜叉毕竟是八部战力之首,"Yakshas are the mightiest of the Eight Legions, after all."
The Old Monkey,纵然铁打的筋骨，死个百十回，也合情理,"Be your body hard as metal, meeting death in scores is inevitable."
The Old Monkey,可那小鱼儿小车子，为何也打得这般狼狈？,"Yet, why did you endure the fish and those carts just as poorly?"
The Old Monkey,风风火火，云里雾里，你所见，即是你所愿,You rush like wind with a clouded mind. It's your desires that shape what you see.
The Old Monkey,若不是心神不安，怎会被自作聪明的孩儿所骗？,"Had your mind been less unsettled, would you still have fallen for that child's play?"
The Old Monkey,急之易不暇，缓之或自明,"Haste oft blinds, while patience illumines."
The Old Monkey,下次没了悟能，你还能悟空么？,"Next time, can you still fulfill as Wukong without Bajie?"
The Old Monkey,为降伏牛王，连玉帝都降下旨意,"To subdue the Bull King, the jade Emperor issued an edict."
The Old Monkey,哪吒与他老爹，一个脚踩火轮儿，手拿斩妖剑、缚妖索,"Nezha, with the Incinerating Wheels, the Guai-Slaying Sword, and the Coiling Tether..."
The Old Monkey,一个托着宝塔，身携照妖镜，再会聚一干神仙,"And his father, with the Sealing Pagoda and the Revealing Glass. Combining their strength, they mustered a host of Immortals..."
The Old Monkey,好一番恶战，这才让那牛王勉强认输,who fought the Bull King and narrowly defeated him.
The Old Monkey,孙悟空大闹天宫时，蹬倒了太上老君的炼丹炉,"Amid Wukong's rampage through the Court, he toppled Lord Lao's Pill Furnace."
The Old Monkey,几块内有余火的砖落到此处，化为了火焰山,A few bricks bearing remnant flames fell here and became the Flaming Mountains.
The Old Monkey,老君怪那守炉的道童失守，将他降下人间，做了火焰山土地,"Lord Lao blamed the furnace-tending boy for his negligence, and banished him to become the Keeper of this place."
The Old Monkey,取经前，孙悟空是个遍访英豪，广交贤友的快活人,"Before the journey, Wukong lived free and easy. He wandered the lands and befriended the mighty."
The Old Monkey,他有六个弟兄，牛魔王便是其一,"He had six sworn brothers, the Bull King among them."
The Old Monkey,他俩一个称齐天，一个称平天，可谓是性情相投,The monkey and the bull both called themselves Great Sages. They were two of a kind.
The Old Monkey,至于说分道扬镰，大打出手，都是后话,"As for their parting of ways and hard-fought strife, those are tales for another time."
The Old Monkey,这是积雷山摩云洞玉面公主,That was Princess Fair Fox of Mount Jilei.
The Old Monkey,她有百万家私，又慕牛王神通广大，情愿倒陪，招赘为夫,"Graced with great wealth, the princess revered the Bull King's immense power. She gladly wed him, despite the ill-suited match."
The Old Monkey,他两个过了阵快活日子,The two shared some joyous days together.
The Old Monkey,直到取经一行人到来，玉面公主被八戒打杀,"Until the monk and his disciples came, and Bajie slew the princess."
The Old Monkey,传说两人还生有一女，不知下落,"Stories tell that the two bore a daughter, though her fate is unknown."
The Old Monkey,那牛王倒地之时，回眸一瞬，似已看到了他最害怕的恶梦,"As the Bull King collapsed, he cast a glance behind, as if catching a glimpse of his deepest fear -"
The Old Monkey,红孩儿脚踏战车，领六健将来取他性命,The Red Boy coming to claim his life with the Five Elemental Carts and the Valiant Six.
The Old Monkey,他愿这一天永不到来，却又盼着这一天快点到来……,"He wished this day would never come, yet also longed for its swift arrival."
